hr_mean,hr_std,rr_mean,rr_std,rmssd,pnn50,bp_0_4,bp_4_15,bp_15_40,r_amp_mean,r_amp_std,qrs_width_mean,n_peaks,duration_s
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.005369906064788413,0.7092182737437291,0.20326146743409604,3.2494358313900937,2.4371814607858675,0.0375,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.004690237937178835,0.5891205118580042,0.3211640949508446,3.3727742634601494,2.201765671618162,0.037500000000000006,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.00374889273591623,0.6754271485318979,0.2321103761703092,3.312161217448928,2.6694284798065198,0.049999999999999996,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.0035058395424262014,0.7456224182248471,0.17665511855226712,2.7261783508736412,1.890068178820008,0.04027777777777777,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.00363646149011676,0.6678787276967121,0.24847861661588141,3.335535604701245,2.411449907736315,0.03333333333333333,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.010668206276601516,0.6223620647642438,0.283212301441237,3.105732492735196,2.2842306114724624,0.04444444444444444,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.007181967936081859,0.7990255945822006,0.10777121241231967,5.257580874894923,0.0,0.030555555555555555,1,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.01243996633800308,0.6577967591205234,0.24758119665699016,3.3492201299584723,2.7156202011799335,0.03333333333333333,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.0035856179036677887,0.6882067899663096,0.22717636168110622,3.3836134836939076,1.9004997486630588,0.030555555555555555,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.02507001357448209,0.6205180711661142,0.24041210261250667,3.58143129968347,2.150965091645706,0.03888888888888889,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.010282138518821666,0.8367813971156636,0.0878204165993448,2.821688750796364,2.1888944187607304,0.044444444444444446,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.001544420188011844,0.6688167257823563,0.24421293846536685,3.4085014694460427,2.5056890517677775,0.037500000000000006,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.0014601136995486738,0.6608079189716162,0.2659939743054623,2.538843314898436,3.1158016282215684,0.0125,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.005678968042511544,0.7178008343046546,0.21138141671158586,3.0822795280535575,2.5856807244482867,0.04583333333333333,2,0.8305555555555556
197.84349779515767,25.520322240310385,0.30833333333333335,0.037500000000000006,0.07500000000000001,100.0,0.005661573794947269,0.7492505414857825,0.15933553814048126,2.3584485544814675,2.887854291861307,0.015277777777777777,2,0.8305555555555556
